ID,Healthcare Name,Street Address,City,Zipcode,State,Associated Health System,Funding_Type,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6140690,"Lahey Hospital & Medical Center, Burlington",41 Mall Road,Burlington,01805-0001,MA,Beth Israel Lahey Health,Non-Profit,2022,List of Zip Codes,N/A,"02420, 02421, 02474, 02475, 02476, 01850, 01851, 01852, 01853, 01854, 01960, 01961, 01730, 01731, 01803, 01805, 01821, 01822, 01862, 01865, 01940",N/A,"Mental Health, Social Determinants of Health, Access to Care, Diversity, Equity, Inclusion, Communty Connections/Info Sharing","Chronic Disease (including Cancer, Heart Disease, and Diabetes); Housing Stability/Homelessness; Mental Illness and Mental Health; Substance Use Disorder",https://www.lahey.org/lhmc/wp-content/uploads/sites/2/2022/09/lhmc-2022-community-health-needs-assessment-093022.pdf,https://www.lahey.org/lhmc/wp-content/uploads/sites/2/2022/10/lhmc-2023-2025-implementation-strategy-101022.pdf,N/A
6141146,Lemuel Shattuck Hospital,170 Morton Street,Jamaica Plain,02130-3735,MA,Massachusetts Department of Public Health,Public,N/A unable to find,,,,,,,,,
6140428,Lowell General Hospital,295 Varnum Avenue,Lowell,01854-2134,MA,Tufts Medical Center,Non-Profit,2022,List of Places,N/A,N/A,"Billerica, Chelmsford, Dracut, Dunstable, Lowell, Tewksbury, Tyngsborough, Westford","Access to Healty Food, Affordable and Safe Housing, Access to Mental Health Services, Public Education, Emergency Health Services","Mental Health, Chronic Health and Wellness, Substance and Alcohol Use, COVID 19 and infectious diease, Reproductive Health (including Sexual and Pregnancy Health), Lung and Breathing Health, Cancer, Infant and Child Health, Environmental Health, Violence",https://www.tuftsmedicine.org/sites/default/files/2023-11/2022-greater-lowell-community-health-needs-assessment-v6a.pdf,https://www.greaterlowellhealthalliance.org/wp-content/uploads/2023/11/GLHA_CHIP23_v4.pdf,community.benefit.program@tuftsmedicine.org
6141640,Martha's Vineyard Hospital,One Hospital Road,Oak Bluffs,2557,MA,"Partners HealthCare System, Inc.",Non-Profit,2022,List of Places,N/A,N/A,"Aquinnah, Chilmark, Edgartown, Oaks Bluff, Tisbury, West Tisbury, Gosnold","Mental Health, Substance Use Disorders, Housing, Increase access to primary care and improved service coordination particularly in senior and diverse communities","Mental Health, Substance Use Disorders, Housing, Increase access to primary care, improved service coordination in senior and diverse communities ",https://mvhospital.org/about-marthas-vineyard-hospital/reports/,N/A,N/A
6140420,Massachusetts Eye and Ear,243 Charles Street,Boston,02114-3002,MA,"Partners HealthCare System, Inc.",Non-Profit,2022,List of Places,N/A,N/A,"Dorchester, Back Bay, Jamaica Plain, Allston/Brighton, East Boston, Roxbury, South Boston, Fenway, Charlestown, Hyde Park, Roslindale, South End, West Roxbury, Mattapan, Unknown, North End ","Vision screening (including examinations and follow up care); Hearing screening (including examinations and follow up care); Education; screening; support; services for other clinical conditions (beyond vision and hearing) related to the head and neck; Improved access to care, Job readiness opportunities for economically and socially vulnerable populations","Hearing, Vision, Balance, Head and Neck Cancers (particularly skin cancers)",https://www.masseyeandear.org/assets/MEE/pdfs/about/community-health-needs-assessment-2022.pdf,https://www.masseyeandear.org/assets/MEE/pdfs/about/community-health-improvement-plan-2023-2025.pdf,Erin Duggan
6140430,Massachusetts General Hospital,55 Fruit Street,Boston,02114-2696,MA,"Partners HealthCare System, Inc.",Non-Profit,2022,Combination of counties and places,Suffolk ,N/A,"Boston, Chelsea, Revere, Winthrop",N/A,"Housing, Economic/Financial Stability & Mobility, Food/Nutrition Security, Violence/Safety, Access to care, Mental Health, Substance Use,  Chronic Disease (Hypertension, Heart Disease, Diabetes)",https://www.massgeneral.org/assets/mgh/pdf/community-health/cchi/2022_chna_rreport.pdf,https://www.massgeneral.org/assets/mgh/pdf/community-health/cchi/mgb%20public%20chip%20final.pdf,N/A
6142120,McLean Hospital,115 Mill Street,Belmont,02478-1064,MA,"Partners HealthCare System, Inc.",Non-Profit,2022,List of Places,N/A,N/A,"Boston, Cambridge, Lincoln, Middleborough, Petersham, Princeton","Mental health (including depression, anxiety, trauma, and suicide); Substance misuse (including alcohol, prescription drugs and opioids); Inpatient bed availability; Limited residential and community care capacity; inadequate resources for children, adolescents, and the elderly; Behavioral health care system management; School systems addressing mental health needs; greater integration of behavioral and mental health care and primary care services; shortages of licensed mental health professionals and frontline workforce; need for public education (Including dialogue to destigmatize mental illness and substance misuse and promotion of mental health wellness and resiliency)",Improving mental health access and capacity;  Decreasing lengths of stay in hospital emergency departments and medical/surgical units ; Addressing the needs of underserved communities with residents ;  Supporting schools (K-12 and institutions of higher education);  Caring for uninsured and underinsured;  Strengthening behavioral health workforce to address access and quality;  Expanding public education and engagement to reduce stigma and promote mental health wellness and resiliency,https://www.mcleanhospital.org/sites/default/files/2022-09/mclean-2022-community-health-needs-assessment-approved-by-mclean-board-of-trustees09152022.pdf,https://www.mcleanhospital.org/sites/default/files/2023-01/mclean-chip-approved-by-mclean-board-of-trustees1.19.2023.pdf,N/A
6140011,MelroseWakefield Healthcare,585 Lebanon Street,Melrose,02176-3225,MA,,Non-Profit,2022,List of Places,N/A,N/A,"Everett, Malden, Medford, Melrose, North Reading, Reading, Saugus, Stoneham, Wakefield","Access to healthcare, Chronic disease, Disaster readiness and emergency preparation,  Housing stability and homelessness, Infectious disease, Mental health and mental illness, Preventable injuries and poisonings, Social determinants of health, Substance use disorders, Violence and trauma, Vulnerable populations","Access to healthcare, Chronic disease with a focus on cancer, cardiovascular disease, diabetes and respiratory disease, Disaster readiness and emergency preparation, including COVID-19 response,  Housing stability and homelessness,  Infectious disease,  Mental health and mental illness,  Preventable injuries and poisonings,  Substance use disorders,  Violence and trauma",https://www.tuftsmedicine.org/sites/default/files/2023-12/2022-CHNA-report-2-7-2023.pdf,N/A,N/A
6141940,Mercy Medical Center,271 Carew Street,Springfield,01104-2398,MA,Trinity Health,Non-Profit,2022,Combination of counties and places,Hampden ,N/A,"Granby, Springfield, Chicopee, Holyoke","Social and economic factors that influence health,  Barriers to healthcare access,  Health behaviors and outcomes","Availability of Providers and Telehealth, Lack of Access and Affordability of Housing, Food, and Transportation,  Youth Mental Health, Mental Health and Substance Use",https://www.trinityhealthofne.org/assets/documents/community-benefit/mercy_-2022-chna-report-final.pdf,https://www.trinityhealthofne.org/assets/documents/community-benefit/mercy-implementation-strategy-final-2.pdf,N/A
6140005,MetroWest Medical Center,115 Lincoln Street,Framingham,01702-6342,MA,TENET Healthcare Corporation,Unable to Find,2023,Combination of counties and places,"Middlesex, Norfolk, Worcester",N/A,"Westborough, Wellesley, Wayland, Subbury, Southborough, Sherborn, Northborough, Norfolk, Needham, Natick, Millis, Milford, Mendon, Medway, Medfield, Marlborough, Hudson, Hopkinton, Hopedale, Holliston, Franklin, Framingham, Dover, Bellingham, Ashland","Mental Health, Substance Use, Built Environment, Housing Insecurity, Food Insecurity, Access to Care, Chronic Disease and other illness, Disparities","Mental Health, Substance Use, Built Environment, Housing Insecurity, Food Insecurity, Access to Care, Chronic Disease and other illness, Disparities",https://d2yy08d49bfqoo.cloudfront.net/documents/publications/FINAL-COPY-101023-updated.pdf,N/A,N/A
6141395,Milford Regional Medical Center,14 Prospect Street,Milford,01757-3003,MA,,Non-Profit,2021,Combination of counties and places,"Middlesex, Norfolk, Worcester",N/A,"Bellingham, Blackstone, Douglas, Franklin, Grafon, Holliston, Hopedale, Hopkinton, Medway, Mendon, Milford, Millis, Millville, Norfolk, Northbridge, Upton, Uxbridge, Wrentham","Dental care, health care access, health outcomes, mental health and substance abuse","Health care access, health insurance, health outcomes, homelessness, food insecurity, mental health, substance use",https://www.milfordregional.org/app/files/public/f71683c8-c7a4-455b-98ba-8a91bcef4416/Milford%20Regional%20Medical%20Center%20-%202021%20CHNA.final.pdf,N/A,N/A
6142000,Morton Hospital and Medical Center,88 Washington Street,Taunton,02780-2465,MA,"Steward Health Care System, LLC",For-Profit,2021,List of Places,N/A,N/a,"Taunton, E. Taunton, Raynham, Berkley, Dighton, Middleboro,  Lakeville","Mental Health, Substance Use Disorder, Obesity, Chronic Conditions, Cancer, Diabetes, CVD, COVID-19","Mental Health, Chronic Cconditions, Substance Use Disorder, COVID-19, Homelessness, Access to Care",https://content.steward.org/sites/default/files/inline-files/2021%20Community%20Health%20Needs%20Assessment%20-%20Morton%20Hospital.pdf,N/A,Julie.masci@steward.org
6140780,Mount Auburn Hospital,330 Mount Auburn Street,Cambridge,02138-5597,MA,Beth Israel Lahey Health,Non-Profit,2021,List of Places,N/A,N/A,"Cambridge, Arlington, Belmont, Somerville, Watertown,  Waltham","Racial equity, SDoH, Healthcare Disparities, Mental Health, Substance Dependency, Chronic Disease","Equitable Access to Care, Social Determinants of Health, Mental Health and Substance Use, Complex and Chronic Conditions, Racial Equity",https://mountauburnhospital.org/-/media/files/mount-auburn/mah-2021-community-health-needs-assessment.pdf,https://mountauburnhospital.org/-/media/files/mount-auburn/mah-2022-chna-implementation-093022.pdf,N/A
6141430,Nantucket Cottage Hospital,57 Prospect Street,Nantucket,02554-2799,MA,"Partners HealthCare System, Inc.",Non-Profit,2021,List of Counties,Nantucket,N/a,N/a,"Affordable Housing, Mental Health, Cancer, Substance Use Disorder","Affordable Housing, Mental Health, Cancer, Substance Use Disorder",https://nantuckethospital.org/wp-content/uploads/2021/11/FY2021-Nantucket-Community-Health-Needs-Assessment.pdf?x63294&x65037,https://nantuckethospital.org/wp-content/uploads/2022/04/CHNA-CHIP.pdf?x10818,N/A
6140090,Nashoba Valley Medical Center,200 Groton Road,Ayer,01432-3300,MA,"Steward Health Care System, LLC",For-Profit,2021,List of Places,N/A,N/A,"Ayer, Devens, Groton, Littleton, Lunenburg, Pepperell, Shirley, Townsend, Fitchburg, Ashby, Dunstable, Bolton","Behavioral Health, Mental Health, Substance Use, Wellness and Chronic Conditions, Cancer, Cardiovascular Disease, Respiratory Disease, Diabetes, Obesity, Access to Care, Insurance Coverage, COVID-19","Behavioral Health, Access to Care, COVID-19, Wellness and Chronic Conditions",https://content.steward.org/sites/default/files/inline-files/NVMC%20CHNA%20Report.pdf,https://content.steward.org/sites/default/files/inline-images/NVMC-Implementationstrategy2019_0.pdf,N/A
