ID,Healthcare Name,Street Address,City,Zipcode,State,Associated Health System,Funding_Type,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6810405,Phillips County Hospital,311 South 8th Avenue East,Malta,59538-0640,MT,,Non-profit,2021,"Combination of counties, zip codes, and places",Phillips,"59538, 59524, 59261, 59544, 59546 ","Malta, Dodson, Saco, Whitewater, Zortman ","Access to healthcare services, Good jobs and a healthy economy, Good schools, Strong family life, Healthy behaviors and lifestyles, Religious or spiritual values,  Access to childcare/after school programs, Access to healthy foods, Low crime/safe neighborhoods, Affordable housing, Community involvement, Clean environment, Parks and recreation, Low death and disease rates, Low level of domestic violence, Tolerance for diversity, Transportation services, Arts and cultural events","Behavioral and mental health, Access to care, Youth and family resources",https://ypo496.a2cdn1.secureserver.net/wp-content/uploads/2022/01/PCH-CHNA-Report-2021-FINAL.pdf,https://ypo496.a2cdn1.secureserver.net/wp-content/uploads/2022/01/Implementation-Plan-Report_2021-FINAL.pdf,406-654-1100
6810006,Pioneer Medical Center,301 West Seventh Avenue,Big Timber,59011-7893,MT,,Unable to Find,2021,"Combination of counties, zip codes, and places",Sweet Grass,"59011, 59033, 59019, 59052, 59069, 59082","Big Timber, Greycliff, Melville, McLeod, Reed Point, Springdale","Access to Healthcare Services, Wellness and Prevention, Behavioral Health, Health Measures","Access to care, Mental and behavioral health, Community engagement and outreach",https://pmcmt.org/uploads/PMC_2021_CHNA-Report-FINAL.pdf,https://pmcmt.org/uploads/PMC-Implementation-Plan-CHNA-2021.pdf,SCrichfield@PMCMT.org
6810110,Pondera Medical Center,805 Sunset Boulevard,Conrad,59425-1717,MT,QHR,Non-profit,2022,"Combination of counties, zip codes, and places",Pondera,"59425, 59486, 59456, 59432, 59448, 59467, 59422, 59041","Conrad, Vailer, Brady, Ledger, Dupuyer, Heart Butte, Pendroy, Choteau, Joliet","Mental Health, Health Education and Active Living of Opportunities, Services needed in the community","Mental and Behavioral Health, Chronic Disease Management and Prevention, Access to healthcare service ",https://www.logan.org/wp-content/uploads/2023/07/LHC_2022_CHNA-Report-FINAL.pdf,https://www.logan.org/community/community-health-needs-assessment/,N/A
6810465,Poplar Community Hospital,211 H Street,Poplar,59255-9519,MT,Northeast Montana Health Services,Non-profit,2022,"Combination of counties, zip codes, and places","Roosevelt, Valley, Daniels, Sheridan ","59201, 59255, 59225, 59213","Frazer, Wolf Point, Popular, Brockton","Alcohol Abuse/Substance Abuse, Diabestes, Child Neglect/Abuse, Mental Health Issues","Healthy Behaviors and Lifestyles, Access to Healthcare, Low crime/safe neighborhoods, Strong family life",https://nemhs.net/files/2023/02/PDF_CHNA_Report.pdf,N/A,N/A
6810520,Prairie Community Hospital,312 South Adams Avenue,Terry,59349-0156,MT,,Public,2017,List of Counties,Prairie,N/A,N/A,"Aging Problems, Chronic Disease, Alcohol and Other Drug Use, Suicide, Poor Diet/Inactivity ","Aging Problems, Chronic Disease, Alcohol and Other Drug Use, Suicide, Poor Diet/Inactivity ",https://mthcf.org/wp-content/uploads/2018/01/Prairie-County-CHA.pdf,N/A,N/A
6810460,Providence St. Joseph Medical Center,6 Thirteenth Avenue East,Polson,59860-5315,MT,Providence St. Joseph Health,Non-profit,2023,Combination of counties and places,Lake,N/A,Flathead Indian Reservation,"Behavioral health challenges and access to behavioral health care (includes both mental health and substance use disorder); Homelessness/lack of safe, affordable housing; Aging problems; Food insecurity; Unemployment and lack of living wage jobs","Mental Health, Substance Use/Misuse, Housing Instability, Food  Insecurity",https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/pdfs/2023/2023-chna-providencestjosephmedicalcenter.pdf?rev=8657c5ad9b574122a8f439077d5e1cff&hash=0B359FF35827118C42FB2F80955BFAA6,https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/pdfs/2023/2024-2026-chip---providence-st-joseph-medical-center.pdf?rev=53d44b9e64534c40a6f8b6dab7159170&hash=4FDEFB4549E7DBC0529CADFE3ED4B3D2,Hollie.Timmons@providence.org
6810430,Providence St. Patrick Hospital,500 West Broadway,Missoula,59802-4096,MT,Providence St. Joseph Health,Non-profit,2023,"Combination of counties, zip codes, and places",Missoula,"59801, 59802, 59803, 59804, 59806, 59807, 59808, 59812, 59823, 59825, 59826, 59834, 59846, 59847, 59851, 59868","Missoula, Bonner, Clinton, Condon, Frenchtown, Huson, Lolo, Milltown, Seeley Lake","Homelesseness/lack of sage affordable housing, Behavioral health challenges and access to behavioral health care (includes both mental health and substance use disorder), Access to health care services, Unemployment and lack of living wage jobs, Domestic violence and child abuse/neglect, Racism and discrimination","access to mental health services, safe and affordable housing, access to substance use disorder treatment services, addressing homelessness",https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/pdfs/2023/2023-chna-providencestpatrickhospital.pdf?rev=b780ef467f67448ba7c4fd20397567c8&hash=B3E88671DA289D5D176244ACEE9FD816,https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/2021-23-chip-mt-stpatrick.pdf?la=en&rev=b11025496f7346169b751f8dbc8dae2c&hash=D5577B1C1D5262B0E51827892F7F9B34,N/A
6810123,Roosevelt Medical Center,818 Second Avenue East,Culbertson,59218,MT,,Non-profit,2021,"Combination of counties, zip codes, and places",Roosevelt,"59218, 59212, 59226, 59213, 59255","Culberson, Bainville, Froid, Brockton, Poplar","Access to Healthcare Services, Senior Services, Wellness and Prevention, Behavioral Health, Health Measures","Senior needs, health and wellness, mental/behavioral health",http://www.rooseveltmedical.org/RMC_2021_CHNA_Final_Report.pdf,http://www.rooseveltmedical.org/RMC-Implementation_Plan_Report_March_2021_-_final.docx,N/A
6810160,Rosebud Health Care Center,383 North 17th Avenue,Forsyth,59327-0268,MT,,Non-profit,2023,Combination of zip codes and places,N/A,"59327, 59038, 59347, 59323, 59043, 59039, 59003","Forsyth, Hysham, Rosebud, Colstrip, Lame Deer , Ingomar","Alcohol use, Cancer; Drug use; Overweight/obesity; Tobacco use (cigarettes/cigars, vaping, smokeless); Mental health issues; Work/economic stress;  Diabetes; Alzheimer's/dementia; Heart disease; Lack of exercise; Depression/anxiety; Lack of access to healthcare; Social isolation/loneliness; Respiratory issues/illness; Stroke; Child abuse/neglect; Lack of dental care; Motor vehicle accidents; Domestic violence; Work related accidents/injuries; Suicide; Hunger; Recreation related accidents/injuries","Mental and Behavioral Health; Health, Wellness, and Prevention; Access to Healthcare Services and Resources",https://www.rosebudhcc.org/wp-content/uploads/2023/06/Forsyth_2023_Final-CHNA-Report.pdf,https://www.rosebudhcc.org/wp-content/uploads/2020/10/RHCC-Implementation-Plan-Report-FINAL-2020.pdf,N/A
6810485,Roundup Memorial Healthcare,1202 Third Street West,Roundup,59072-1816,MT,,Non-profit,2021,Combination of zip codes and places,N/A,"59072, 59054, 59087, 59046, 59059 ","Roundup, Melstone, Winnett, Lavina, Musselshell","Alcohol/substance abuse; Overweight/obesity; Mental health issues; Depression/anxiety; Poverty; Cancer; Tobacco use (cigarettes, vaping, smokeless); Suicide; Work/economic stress; Diabetes; Child abuse/neglect; Heart disease; Respiratory issues/illness; Domestic violence; Lack of exercise; Lack of access to healthcare; Social isolation/loneliness;  Motor vehicle accidents; Trauma/Adverse Childhood Experiences (ACES); Hunger; Lack of dental care;  Alzheimer's/dementia;  Recreation related accidents/injuries; Stroke; Work related accidents/injuries","Mental and behavioral health, Outreach and education, Chronic disease and diabetes management/prevention",https://www.rmhmt.org/documents/content/RMH_2021_CHNA-Report-FINAL.pdf,https://www.rmhmt.org/documents/content/RMH-Implementation-Plan-Report-2021-FINAL-002.pdf,N/A
6819075,Ruby Valley Medical Center,220 East Crofoot Street,Sheridan,59749-7714,MT,,Non-profit,2022,Combination of zip codes and places,N/A,"59749, 59754,59710,59751,59759, 59729, 59725, 59755, 59711, 59701","sheridan, Twin Bridges, Alder, White Hall, Virginia CIty, Ennis, Dillon, Silverstar, Anaconda, Butte","Senior Services, Access to healthcare services, health and welness, mental and behavioral health","Senior Services, Access to healthcare services, health and welness, mental and behavioral health",https://www.rvmc.org/community-health-needs-assessment,,N/A
6810450,Sheridan Memorial Hospital,440 West Laurel Avenue,Plentywood,59254-1596,MT,,Non-profit,2022,Combination of counties and zip codes,"Plentywood, Westby, Medicine Lake, Antelope, Dagmar, Outlook, Reserve, Raymond, Homestead, Redstone","59254, 59275, 59747, 59211, 59219, 59252, 59258, 59256, 59242, 59257",N/A,"Primary care providers, Pediatrics, Healthcare workforce recruitment and retention, More advertising and awareness of local services, Support groups such as AA, Mental and behavioral health services and resources, Better acces to enrollment in resources like Medicaid and Supplemental Nutrition Assistance Program benefits, Preventive health education, Outdoor activity opportunities ","Awareness of health care services, behavioral health, social determinants of health ",https://www.sheridanmemorial.net/docs/CHNA_Final_Report_2022.pdf,https://www.sheridanmemorial.net/docs/SMHA_Implementation_Plan_Report_2022.pdf,N/A
6810340,Shodair Children's Hospital,2755 Colonial Drive,Helena,59601-4926,MT,,Non-profit,2021,List of Places,N/A,N/A,"Billings, Bozeman, Butte, Great Falls, Helena, Kalispell, Missoula","Hospital ERs need prompt access to mental health providers when pediatric patients present in a mental health crisis; Colleges and Universities need prompt access to therapists with specialized training in gender dysphoria; Stakeholders across the state need access to substance abuse and addiction counselors; Communities need training and tools to mitigate the impacts of trauma and provide support to youth, parents, grandparents, and others; Mental health providers need an in-state young children's psychiatric residential facility to avoid out-of-state placements","Hospital ERs need prompt access to mental health providers when pediatric patients present in a mental health crisis; Colleges and Universities need prompt access to therapists with specialized training in gender dysphoria; Stakeholders across the state need access to substance abuse and addiction counselors; Communities need training and tools to mitigate the impacts of trauma and provide support to youth, parents, grandparents, and others; Mental health providers need an in-state young children's psychiatric residential facility to avoid out-of-state placements",https://shodair.org/wp-content/uploads/2022/04/2021-Shodair-CHNA.Final10.pdf,https://shodair.org/wp-content/uploads/2022/04/FY2022.24.Shodair.CHIP_.Final64.pdf,N/A
6810510,Sidney Health Center,216 14th Avenue SW,Sidney,59270-3586,MT,,Non-profit,2022,Combination of zip codes and places,N/A,"59270, 59221, 59262, 59218, 59243","Sidney, Fairview, Savage, Culbertson, Lambert","Healthcare Workforce Recruitment & Retention, Mental Health, Aging in Place, Services Needed in the Community","Access to healthcare services, Behvavioral Health, Community engagement and collaboration",https://www.sidneyhealth.org/About/Community-Health-Assessment-Implementation-Plan,https://www.sidneyhealth.org/About/Community-Health-Assessment-Implementation-Plan,N/A
6810055,St. James Healthcare,400 South Clark Street,Butte,59701-2328,MT,SCL Health,Non-profit,2023,Combination of counties and zip codes,Butte-Silver Bow ,"59701, 59702, 59703, 59727, 59743, 59748,59750",N/A,"Access to Health Care Services; Cancer; Diabetes; Environmental Health; Heart Disease and Stroke; Infant Health and Family Planning; Injury and Violence; Mental Health; Nutrition, Physical Activity, and Weight, Potentially Disabling Conditions; Respiratory Disease; Substance Abuse; Tobacco Use","Substance Use; Mental Health; Nutrition, Physical Activity & Weight; Heart Disease & Stroke; Infant Health & Family Planning; Tobacco Use; Diabetes; Access to Health Care Services; Injury & Violence; Cancer; Respiratory Disease; Sexual Health; Environmental Health; Potentially Disabling Conditions",https://intermountainhealthcare.org/-/media/files/intermountain-health/chna-reports---peaks/st-james-chna-2023.ashxrev=7ce1b780e34a4d2091f5a01f56b5a7e8&hash=F466F7581EA627DAFE43B5ED6BCB8861,https://www.sclhealth.org/-/media/files/care-sites/st-james/about-community-benefit-reports/chip-sjb-2021-2023.pdf?rev=37312faa07084ae5bd2742a4ab930085&hash=9EA9019166DAC5641F15FAD020A03FD5,N/A
6810481,St. Luke Community Healthcare,107 Sixth Avenue SW,Ronan,59864-2634,MT,,Non-profit,2023,"Combination of counties, zip codes, and places","Lake, Sanders","59864, 59860, 59865, 59824, 59821, 59831, 59855, 59801/808, 59910, 59911, 59845, 59858, 59873, 59901, 59915","Ronan, Polson, St. Ignatius, Charlo, Arlee, Dixon, Pablo, Missoula, Big Arm, Bigfork, Hot Springs, Phillipsburg, Thompson Falls, Kalispell, Elmo, ","Affordable Housing, Affordable Health Insurance, Access to Healthcare, Healthy Behaviors and Lifestyles, High Quality Healthcare services","Affordable Housing, Affordable Health Insurance, Access to Healthcare, Healthy Behaviors and Lifestyles, High Quality Healthcare services",https://stlukehealthcare.org/wp-content/uploads/2023/12/2023_SLCH_CHNA.pdf,N/A,N/A
6810330,St. Peter's Hospital,2475 Broadway,Helena,59601-4928,MT,,Non-profit,2021,Combination of counties and zip codes,"Lewis and Clark, Broadwater, Jefferson, Meagher, Powell ","59639, 59648, 59633, 59640, 59601, 59686,59602, 596713, 59728, 59631, 59632, 59638, 59634, 59636, 59643, 59644, 59647, 59645, 59642",N/A,"Acess to Healthcare, Cancer, Diabetes, Heart Disease and Stroke, Injury and Violence, Kidney Disease, Mental Health, Nutrition/Physical Activity & Weight, Potential Disabling Conditions, Respiratory Disease, Substance Abuse, Tobacco Use","Mental health, Substance abuse, Nutrition, physical activity, and weight, Tobacco use, Diabetes, Potentially disabling conditions, Cancer, Heart disease and stroke, Injury and violence, Access to healthcare services, Respiratory disease, Kidney disease",https://www.sphealth.org/sites/default/files/2021-08/2021-prc-chna-report---st.-peters-health.pdf?1670543884115,https://www.sphealth.org/sites/default/files/FY22-24%20SPH%20CHNA%20Implementation%20Strategy.pdf?1670544750169,hwisemiller@sphealth.org
6810030,St. Vincent Healthcare,1233 North 30th Street,Billings,59101-0165,MT,SCL Health,Non-profit,2023,Combination of counties and zip codes,Yellowstone,"59015, 59057, 59044, 59106, 59002, 59102, 59101, 59105, 59079, 59037, 59006, 59064, 59088, 59024",N/A,"Access to Healthcare; Cancer; Diabetes; Heart Diseae adn Stroke; Injury and Violence; Mental Health; Nutrition, Physical Activity & Weight; Potentialy Disabling Conditions; Respiratory Diseases; Sexual Health; Substance Abuse","Access to Healthcare, Behavioral Health (Mental Health and Substance Use), Injury and Violence, Nutrion/Physical Health and Weight",https://intermountainhealthcare.org/-/media/files/intermountain-health/chna-reports---peaks/st-vincent-chna-2023.ashx,https://intermountainhealthcare.org/-/media/files/intermountain-health/chna-reports---peaks/chip-svh-2024.ashx,april.keippel@imail.org
6810100,Stillwater Billings Clinic,710 11th St N,Columbus,59019-0959,MT,,Non-profit,2023,Combination of counties and zip codes,"Stillwater, Yellowstone","59015, 59057, 59044, 59106, 59002, 59102, 59101, 59105, 59079, 59037, 59006, 59064, 59088, 59024",N/A,"Access to Healthcare; Cancer; Diabetes; Heart Diseae and Stroke; Injury and Violence; Mental Health; Nutrition, Physical Activity & Weight; Potentialy Disabling Conditions; Respiratory Diseases; Sexual Health; Substance Abuse","Access to Healthcare; Behavioral Health (Mental Health and Substance Use); Injury and Violence; Nutrition/Physical, and Health Weight",https://www.billingsclinic.com/app/files/public/309799de-f98c-4977-b8dc-f51b10d7d168/2023-PRC-CHNA-Report-Yellowstone-County-MT-WEB.pdf,N/A,N/A
6810009,The HealthCenter,320 Sunnyview Lane,Kalispell,59901-3129,MT,QHR,Unable to Find,N/A unable to find,,,,,,,,,
6810560,Trinity Hospital,315 Knapp Street,Wolf Point,59201-1826,MT,,Non-profit,2022,List of Places,N/A,N/A,"Frazer, Wolf Point, Poplar, Brockton","Increase access to healthcare services, Enhance the knowledge and resources","Increase access to healthcare services, Enhance the knowledge and resources",https://nemhs.net/files/2023/02/PDF_CHNA_Report.pdf,https://nemhs.net/files/2023/02/Implementation_Plan_NEMHS.pdf,ffallsdown@nemhs.net
6810180,Veterans Affairs Montana Health Care System,3687 Veterans Drive,Fort Harrison,59636-9703,MT,Department of Veterans Affairs,Unable to Find,N/A unable to find,,,,,,,,,
6810285,Wheatland Memorial Healthcare,530 Third Street North West,Harlowton,59036,MT,,Non-profit,2023,Combination of counties and places,Wheatland,N/A,"Harlowton, Judith Gap, Shawmut, Two Dot","Community engagement and partner collaboration, Chronic care management and prevention, Access to mental health services, Increase primary care providers, Not adequate and affordable housing options, Enhance senior services","Enhance community engagement and collaboration with local partners, Improve access to chronic care and prevention services, Enhance access to mental health services and resources",https://drive.google.com/drive/folders/1mT7rbiwRkZ9iSAZ1Bp94-As466CIFS1l,https://www.wheatlandmemorial.org/wp-content/uploads/WMH_Implementation-Plan-FINAL-Report.pdf,jane.moe@wheatlandmemorial.org
